# Hesudhar Corrections File
# Format: incorrect_word|corrected_word
# This file is automatically updated when the database changes
# Last updated: 2025-08-12
# Total entries: 9607

آئينه|آئينہ
بالمقابله|بالمقابلہ
بالمقطعه|بالمقطعہ
بالمناصفه|بالمناصفہ
بالمواجهة|بالمواجھة
بالهڙو|بالھڙو
بالواسطه|بالواسطه
بالوشاهي|بالوشاھي
بامگاه|بامگاہ
بانداهو|بانداھو
بانگهو|بانگهو
باڻاهه|باڻاھ
باهرئون|باھرئون
باهروٽيو|باھروٽيو
باهڙ|باھڙ
باهڙائڻ|باھڙائڻ
باهڙجڻ|باھڙجڻ
باهڙڻ|باھڙڻ
باهمت|باھمت
باهمه|باھمہ
باهمي|باھمي
باهڻ|باھڻ
باهه|باهہ
باهو|باھو
باهوٽو|باھوٽو
باهوٽي|باھوٽي
باهوڙ|باھوڙ
باهوڙڻ|باھوڙڻ
باهين|باھين
باهيون|باھيون
بجنسه|بجنسہ
بجهڪائڻ|بجهڪائڻ
بجهڪڻ|بجهڪڻ
بچائڻهار|بچائڻھار
بچه|بچہ
بحمده|بحمده
بحيره|بحيرہ
بخشاهه|بخشاھ
بخشنده|بخشندہ
بخشڻهار|بخشڻھار
بداهت|بداھت
بدپيشه|بدپيشہ
بدراهه|بدراھ
بدگهر|بدگهر
بدلواهه|بدلواھ
بدمزه|بدمزہ
بدنهاد|بدنھاد
بدهاضمو|بدھاضمو
بدهضمي|بدهضمي
بدهيئت|بدهيئت
بديهه|بديھہ
بديهي|بديھي
بذله|بذلہ
برادرانه|برادرانہ
براه|براہ
براهماڻي|براھماڻي
براهوئي|براھوئي
براهي|براھي
برجسته|برجستہ
برداشته|برداشتہ
برده|بردہ
برطانيه|برطانيہ
برگشته|برگشتہ
برلاهڻ|برلاھڻ
برمه|برمہ
برهاري|برھاري
برهان|برھان
برهرو|برھرو
برهسپت|برھسپت
برهم|برھم
برهما|برھما
برهماراتڙي|برھماراتڙي
برهمانند|برھمانند
برهماڻي|برھماڻي
برهمپترا|برھمپترا
برهمچاري|برھمچاري
برهمچريه|برھمچريہ
برهمني|برھمني
برهمڻ|برھمڻ
برهمڻو|برھمڻو
برهمو|برھمو
برهمي|برھمي
برهنگي|برھنگي
برهنه|برھنہ
برهه|برھ
برهو|برھو
برهي|برھي
برھھ|برھہ
بروهي|بروھي
بريده|بريدہ
بريه|بريہ
بزرجمهر|بزرجمھر
بزرگانه|بزرگانہ
بزرگوارانه|بزرگوارانہ
بزغاله|بزغالہ
بزڪوهي|بزڪوھي
بزمگاهه|بزمگاھہ
بڙهاٽ|بڙھاٽ
بڙهه|بڙھہ
بسته|بستہ
بسيهر|بسيھر
بشره|بشرہ
بشيهر|بشيھر
بعده|بعدہ
بعينه|بعينہ
بقره|بقرہ
بقعه|بقعہ
بقيه|بقيہ
بڪه|بڪہ
بگهاڙ|بگهاڙ
بگهاڙي|بگهاڙي
بگهڙ|بگهڙ
بگهڙپوڻ|بگهڙپوڻ
بگهڙي|بگهڙي
بگهياڙ|بگهياڙ
بگهياڙو|بگهياڙو
بگهياڙي|بگهياڙي
بگهياڙيون|بگهياڙيون
بگهيڙ|بگهيڙ
بلاتشبيه|بلاتشبيہ
بلازده|بلازدہ
بلاشاه|بلاشاھ
بلافائده|بلافائدہ
بلاهت|بلاھت
بلاهه|بلاھہ
بلاواسطه|بلاواسطہ
بلاوجه|بلاوجہ
بلده|بلدہ
بلديه|بلديہ
بلغاريه|بلغاريہ
بلڪه|بلڪہ
بلهزير|بلھزير
بلهه|بلھہ
بليغانه|بليغانہ
بمهر|بمھر
بناهه|بناھ
بناهو|بناھو
بنجهو|بنجهو
بنجهوء|بنجهوء
بندراهو|بندراھو
بنده|بندہ
بنراهه|بنراھ
بنگله|بنگلہ
بنهر|بنھر
بنهن|بنھن
بنهي|بنھي
بنيهه|بنيھہ
به|بہ
بها|بھا
بهاء|بھاء
بهائم|بھائم
بهائڻ|بھائڻ
بهائي|بھائي
بهاب|بھاب
بهادر|بھادر
بهادرانه|بھادرانہ
بهادراڻي|بھادراڻي
بهادرپور|بھادرپور
بهادري|بھادري
بهار|بھار
بهارجڻ|بھارجڻ
بهارستان|بھارستان
بهارڻ|بھارڻ
بهارو|بھارو
بهارون|بھارون
بهاري|بھاري
بهاريه|بھاريہ
بهاڳ|بھاڳ
بهانائي|بھانائي
بهانه|بھانہ
بهانو|بھانو
بهاني|بھاني
بهاول|بھاول
بهاولپور|بھاولپور
بهبود|بھبود
بهبودي|بھبودي
بهتان|بھتان
بهتانو|بھتانو
بهتاني|بھتاني
بهتر|بھتر
بهتري|بھتري
بهترين|بھترين
بهجت|بھجت
بهدور|بھدور
بهر|بھر
بهرام|بھرام
بهرامي|بھرامي
بهراڻو|بھراڻو
بهراڻي|بھراڻي
بهرحال|بھرحال
بهرخدا|بھرخدا
بهره|بھرہ
بهرو|بھرو
بهروند|بھروند
بهري|بھري
بهريون|بھريون
بهڙ|بھڙ
بهڙائڻ|بھڙائڻ
بهڙڻ|بھڙڻ
بهڙي|بھڙي
بهستي|بھستي
بهسڻ|بھسڻ
بهش|بھش
بهشت|بھشت
بهشتي|بھشتي
بهشڪار|بھشڪار
بهشي|بھشي
بهشير|بھشير
بهڪ|بھڪ
بهڪائڻ|بھڪائڻ
بهڪڻ|بھڪڻ
بهلائڻ|بھلائڻ
بهلاڻي|بھلاڻي
بهلڪاڻي|بھلڪاڻي
بهلور|بھلور
بهلول|بھلول
بهلولاڻي|بھلولاڻي
بهليم|بھليم
بهم|بھم
بهمن|بھمن
بهمني|بھمني
بهمڻ|بھمڻ
بهڻ|بھڻ
بهه|بھہ
بهو|بھو
بهور|بھور
بهورجڻ|بھورجڻ
بهي|بھي
بهير|بھير
بهيماڻي|بھيماڻي
بهيمه|بھيمہ
بهيمي|بھيمي
بهين|بھين
بهيڻ|بھيڻ
بهيون|بھيون
بھ|بہ
بوالهوس|بوالھوس
بوالهوسي|بوالھوسي
بوجهو|بوجهو
بوزنه|بوزنہ
بوزينه|بوزينہ
بوسه|بوسہ
بونگاهه|بونگاھہ
بونهڻ|بونھڻ
بوهار|بوھار
بوهارجڻ|بوھارجڻ
بوهارو|بوھارو
بوهاڙجڻ|بوھاڙجڻ
بوهر|بوھر
بوهرا|بوھرا
بوهرو|بوھرو
بوهري|بوھري
بوهڙ|بوھڙ
بوهڙڪي|بوھڙڪي
بوهڻ|بوھڻ
بوهي|بوھي
بوهيارو|بوھيارو
بيپرواهه|بيپرواھہ
بيپرواهي|بيپرواھي
بيجهه|بيجهہ
بيراهه|بيراھ
بيرهن|بيرھن
بيرهه|بيرھہ
بيگانه|بيگانہ
بيگاهه|بيگاھہ
بينجهه|بينجهہ
بيهارڻ|بيھارڻ
بيهڪ|بيھڪ
بيهلو|بيھلو
بيهڻ|بيھڻ
بيهه|بيھہ
بيهودگي|بيھودگي
بيهودو|بيھودو
بيهي|بيھي
بيهيداڻو|بيھيداڻو
بيوه|بيوہ
ٻائيتاليهه|ٻائيتاليھہ
ٻاٻهه|ٻاٻھہ
ٻاٻيها|ٻاٻيھا
ٻاٻيهل|ٻاٻيھل
ٻاٻيهه|ٻاٻيھہ
ٻاٻيهو|ٻاٻيھو
ٻاٽيهڙ|ٻاٽيھڙ
ٻاجهائتو|ٻاجهائتو
ٻاجهائڻ|ٻاجهائڻ
ٻاجهائي|ٻاجهائي
ٻاجهارو|ٻاجهارو
ٻاجهان|ٻاجهان
ٻاجهاڻو|ٻاجهاڻو
ٻاجهٽ|ٻاجهٽ
ٻاجهر|ٻاجهر
ٻاجهرو|ٻاجهرو
ٻاجهري|ٻاجهري
ٻاجهريو|ٻاجهريو
ٻاجهنئن|ٻاجهنئن
ٻاجهندڙ|ٻاجهندڙ
ٻاجهڻ|ٻاجهڻ
ٻاجهه|ٻاجهہ
ٻاجهو|ٻاجهو
ٻاجهوڪ|ٻاجهوڪ
ٻاجهون|ٻاجهون
ٻاجهيندڙ|ٻاجهيندڙ
ٻاجھھ|ٻاجھہ
ٻاراهڻي|ٻاراھڻي
ٻاراهو|ٻاراھو
ٻاراهي|ٻاراھي
ٻارهن|ٻارھن
ٻارهو|ٻارھو
ٻارهوئي|ٻارھوئي
ٻارهون|ٻارھون
ٻارهي|ٻارھي
ٻارهين|ٻارھين
ٻاروهي|ٻاروھي
ٻاڙهي|ٻاڙھي
ٻاڙهيون|ٻاڙھيون
ٻاڙياپنهور|ٻاڙياپنھور
ٻاگهل|ٻاگهل
ٻاگهلاڻي|ٻاگهلاڻي
ٻاگهه|ٻاگهہ
ٻاگهي|ٻاگهي
ٻاليشاهي|ٻاليشاھي
ٻانڀڻاهه|ٻانڀڻاھ
ٻانڀڻياهه|ٻانڀڻياھ
ٻانڀيهڙ|ٻانڀيهڙ
ٻانگهه|ٻانگهہ
ٻانهنرکي|ٻانهنرکي
ٻانهوٽ|ٻانھوٽ
ٻانهوٽو|ٻانھوٽو
ٻانهوٽي|ٻانھوٽي
ٻانهوڙي|ٻانھوڙي
ٻانهون|ٻانھون
ٻانهياري|ٻانھياري
ٻانهيٽي|ٻانھيٽي
ٻانهين|ٻانھين
ٻانھا|ٻانها
ٻانھپ|ٻانهپ
ٻانھپائي|ٻانهپائي
ٻانھپڻ|ٻانهپڻ
ٻانھپڻو|ٻانهپڻو
ٻانھپو|ٻانهپو
ٻانھرو|ٻانھرو
ٻانھڙ|ٻانهڙ
ٻانھڙو|ٻانهڙو
ٻانھن|ٻانهن
ٻانھو|ٻانهو
ٻانھوانجرو|ٻانهوانجرو
ٻاه|ٻاہ
ٻاهتر|ٻاھتر
ٻاهتري|ٻاھتري
ٻاهتريائي|ٻاھتريائي
ٻاهتريو|ٻاھتريو
ٻاهٺ|ٻاھٺ
ٻاهر|ٻاھر
ٻاهرئين|ٻاھرئين
ٻاهراري|ٻاھراري
ٻاهراڙي|ٻاھراڙي
ٻاهراڙيون|ٻاھراڙيون
ٻاهران|ٻاھران
ٻاهرتو|ٻاھرتو
ٻاهرتي|ٻاھرتي
ٻاهرو|ٻاھرو
ٻاهري|ٻاھري
ٻاهرين|ٻاھرين
ٻاهريو|ٻاھريو
ٻاهريون|ٻاھريون
ٻاهڙميرا|ٻاھڙميرا
ٻاهڙو|ٻاھڙو
ٻاهڻ|ٻاھڻ
ٻاهو|ٻاھو
ٻاهوڙي|ٻاھوڙي
ٻاهون|ٻاھون
ٻاونجاهه|ٻاونجاھ
ٻاونجاهون|ٻاونجاھون
ٻاونجاهي|ٻاونجاھي
ٻاويهه|ٻاويھہ
ٻپهر|ٻپھر
ٻپهرو|ٻپھرو
ٻپهري|ٻپھري
ٻپوهار|ٻپوھار
ٻٽيهه|ٻٽيھہ
ٻٽيهو|ٻٽيھو
ٻٽيهي|ٻٽيھي
ٻجهڻو|ٻجهڻو
ٻجهه|ٻجهہ
ٻجهي|ٻجهي
ٻجھاء|ٻجهاء
ٻجھائڻ|ٻجهائڻ
ٻجھارت|ٻجهارت
ٻجھان|ٻجهان
ٻجھاڻ|ٻجهاڻ
ٻجھڙڪ|ٻجهڙڪ
ٻجھڪي|ٻجهڪي
ٻجھل|ٻجهل
ٻجھڻ|ٻجهڻ
ٻجھڻھار|ٻجهڻھار
ٻچڙهه|ٻچڙھہ
ٻرانگهڻ|ٻرانگهڻ
ٻرانگهه|ٻرانگهہ
ٻرانگهون|ٻرانگهون
ٻراهي|ٻراھي
ٻرگهه|ٻرگهہ
ٻرنجهه|ٻرنجهہ
ٻرنهه|ٻرنهہ
ٻرهائي|ٻرھائي
ٻرهاڙو|ٻرھاڙو
ٻرهاڙي|ٻرھاڙي
ٻرهال|ٻرھال
ٻرهام|ٻرھام
ٻرهانگ|ٻرھانگ
ٻرهانگو|ٻرھانگو
ٻرهاڻ|ٻرھاڻ
ٻرهڙو|ٻرھڙو
ٻرهل|ٻرھل
ٻرهلي|ٻرھلي
ٻرهي|ٻرھي
ٻروچاڙهڻ|ٻروچاڙھڻ
ٻروهڙ|ٻروھڙ
ٻڙگھل|ٻڙگهل
ٻڙها|ٻڙھا
ٻڙهائڻ|ٻڙھائڻ
ٻڙهڪ|ٻڙھڪ
ٻڙهڪائڻ|ٻڙھڪائڻ
ٻڙهڪڻ|ٻڙھڪڻ
ٻڙهڪو|ٻڙھڪو
ٻڙهڻ|ٻڙھڻ
ٻڙهه|ٻڙھہ
ٻڙهو|ٻڙھو
ٻڙهي|ٻڙھي
ٻڙهيا|ٻڙھيا
ٻڙهيڪو|ٻڙھيڪو
ٻڙهيون|ٻڙھيون
ٻگهرو|ٻگهرو
ٻگھئي|ٻگهئي
ٻگھارو|ٻگهارو
ٻگھاڻي|ٻگهاڻي
ٻگھلو|ٻگهلو
ٻگھه|ٻگھہ
ٻگھھ|ٻگهہ
ٻگھو|ٻگهو
ٻگھي|ٻگهي
ٻگھيا|ٻگهيا
ٻگھيرو|ٻگهيرو
ٻگھيڙو|ٻگهيڙو
ٻلانگھھ|ٻلانگهہ
ٻلانگھوڙ|ٻلانگهوڙ
ٻلھاٻاڙي|ٻلهاٻاڙي
ٻلھار|ٻلهار
ٻلھاري|ٻلهاري
ٻلھاڙو|ٻلهاڙو
ٻلھاڙي|ٻلهاڙي
ٻلھانگو|ٻلهانگو
ٻلھاڻي|ٻلهاڻي
ٻلھر|ٻلهر
ٻلھڙ|ٻلهڙ
ٻلھڙا|ٻلهڙا
ٻلھڙو|ٻلهڙو
ٻلھڪ|ٻلهڪ
ٻلھڪار|ٻلهڪار
ٻلھڪڻ|ٻلهڪڻ
ٻلھڻ|ٻلهڻ
ٻلھڻي|ٻلهڻي
ٻلھه|ٻلهہ
ٻلھو|ٻلهو
ٻلھي|ٻلهي
ٻلھياري|ٻلهياري
ٻلھيد|ٻلهيد
ٻلھيدو|ٻلهيدو
ٻنگھڻو|ٻنگهڻو
ٻنگھه|ٻنگهہ
ٻنهان|ٻنهان
ٻنهنپار|ٻنھنپار
ٻنھي|ٻنهي
ٻنھين|ٻنهين
ٻنھيون|ٻنهيون
ٻه|ٻہ
ٻهار|ٻھار
ٻهارا|ٻھارا
ٻهارائڻ|ٻھارائڻ
ٻهاراڻي|ٻھاراڻي
ٻهارڙي|ٻھارڙي
ٻهارڻ|ٻھارڻ
ٻهارڻي|ٻھارڻي
ٻهارو|ٻھارو
ٻهاري|ٻھاري
ٻهاريدار|ٻھاريدار
ٻهاڙ|ٻھاڙ
ٻهاڻ|ٻھاڻ
ٻهاڻا|ٻھاڻا
ٻهاڻو|ٻھاڻو
ٻهٻاٽ|ٻھٻاٽ
ٻهٻاٽو|ٻھٻاٽو
ٻهتر|ٻھتر
ٻهترجڻ|ٻھترجڻ
ٻهترجي|ٻھترجي
ٻهترڻ|ٻھترڻ
ٻهتريو|ٻھتريو
ٻهڃراء|ٻھڃراء
ٻهڄاڻ|ٻھڄاڻ
ٻهڄاڻا|ٻھڄاڻا
ٻهڄاڻو|ٻھڄاڻو
ٻهڊمي|ٻھڊمي
ٻهر|ٻھر
ٻهرئن|ٻھرئن
ٻهرا|ٻھرا
ٻهرائون|ٻھرائون
ٻهرائي|ٻھرائي
ٻهراري|ٻھراري
ٻهراڙي|ٻھراڙي
ٻهرال|ٻھرال
ٻهرالي|ٻھرالي
ٻهران|ٻھران
ٻهرانئون|ٻھرانئون
ٻهرانهون|ٻھرانهون
ٻهراڻو|ٻھراڻو
ٻهرپيرو|ٻھرپيرو
ٻهرتانهون|ٻھرتانهون
ٻهرتو|ٻھرتو
ٻهرمکي|ٻھرمکي
ٻهرو|ٻھرو
ٻهروپ|ٻھروپ
ٻهروپي|ٻھروپي
ٻهروپيا|ٻھروپيا
ٻهروپيو|ٻھروپيو
ٻهروٽيو|ٻھروٽيو
ٻهرون|ٻھرون
ٻهريان|ٻھريان
ٻهريتو|ٻھريتو
ٻهرين|ٻھرين
ٻهريون|ٻھريون
ٻهڙ|ٻھڙ
ٻهڙو|ٻھڙو
ٻهڦور|ٻھڦور
ٻهڪ|ٻھڪ
ٻهڪار|ٻھڪار
ٻهڪڻ|ٻھڪڻ
ٻهڪڻو|ٻھڪڻو
ٻهڪو|ٻھڪو
ٻهڳڻ|ٻھڳڻ
ٻهڳڻو|ٻھڳڻو
ٻهل|ٻھل
ٻهلڙ|ٻھلڙ
ٻهلڻ|ٻھلڻ
ٻهنڊ|ٻھنڊ
ٻهنرکي|ٻھنرکي
ٻهڻ|ٻھڻ
ٻهڻون|ٻھڻون
ٻهڻي|ٻھڻي
ٻهڻيون|ٻھڻيون
ٻهه|ٻھه
ٻهو|ٻھو
ٻهوئا|ٻھوئا
ٻهوئو|ٻھوئو
ٻهوتارا|ٻھوتارا
ٻهوڙڻ|ٻھوڙڻ
ٻهون|ٻھون
ٻهي|ٻھي
ٻهيڙا|ٻھيڙا
ٻهيڙو|ٻھيڙو
ٻھ|ٻہ
ٻھھ|ٻھہ
ٻوانجھرا|ٻوانجهرا
ٻوانجھرو|ٻوانجهرو
ٻوجھھ|ٻوجهہ
ٻوجھو|ٻوجهو
ٻوجھي|ٻوجهي
ٻوراھھ|ٻوراھ
ٻورهاڙو|ٻورھاڙو
ٻوڙاه|ٻوڙاھ
ٻوڙاهه|ٻوڙاھ
ٻوڙهائي|ٻوڙھائي
ٻوگهه|ٻوگهہ
ٻوگھرا|ٻوگهرا
ٻوگھرو|ٻوگهرو
ٻوگھريو|ٻوگهريو
ٻوگھڙ|ٻوگهڙ
ٻوگھلاڻي|ٻوگهلاڻي
ٻوگھلو|ٻوگهلو
ٻوگھو|ٻوگهو
ٻوگھي|ٻوگهي
ٻولاهو|ٻولاھو
ٻولاهي|ٻولاھي
ٻولهه|ٻولهہ
ٻولھائي|ٻولهائي
ٻولھاڙي|ٻولهاڙي
ٻولھڙ|ٻولهڙ
ٻولھيارو|ٻولهيارو
ٻوهاڙ|ٻوھاڙ
ٻوهان|ٻوھان
ٻوهٿ|ٻوھٿ
ٻوهر|ٻوھر
ٻوهڙ|ٻوھڙ
ٻوهڪي|ٻوھڪي
ٻوهل|ٻوھل
ٻوهنڊ|ٻوھنڊ
ٻوهنگرا|ٻوھنگرا
ٻوهنگرو|ٻوھنگرو
ٻوهڻي|ٻوھڻي
ٻوهه|ٻوھه
ٻوهو|ٻوھو
ٻوهي|ٻوھي
ٻوهيا|ٻوھيا
ٻوهيڙ|ٻوھيڙ
ٻوهيون|ٻوھيون
ٻيانگهه|ٻيانگهه
ٻيٻاهو|ٻيٻاھو
ٻيجاهو|ٻيجاھو
ٻيجاهي|ٻيجاھي
ٻيجهر|ٻيجهر
ٻيجهڙ|ٻيجهڙ
ٻيجهڙو|ٻيجهڙو
ٻيجهو|ٻيجهو
ٻيڪهه|ٻيڪھہ
ٻيگهڙو|ٻيگهڙو
ٻيگهو|ٻيگهو
ٻيگهي|ٻيگهي
ٻيلانگهه|ٻيلانگهہ
ٻيلنگھھ|ٻيلنگهہ
ٻيلهه|ٻيلهہ
ٻيلهون|ٻيلهون
ٻيلھار|ٻيلهار
ٻيلھاڙ|ٻيلهاڙ
ٻيلھاڙو|ٻيلهاڙو
ٻيلھاڙي|ٻيلهاڙي
ٻيلھڙ|ٻيلهڙ
ٻيلھڙو|ٻيلهڙو
ٻيلھنگ|ٻيلهنگ
ٻيلھڻ|ٻيلهڻ
ٻيلھه|ٻيلهہ
ٻيهار|ٻيھار
ٻيهاڻو|ٻيھاڻو
ٻيهر|ٻيھر
ٻيهڻ|ٻيھڻ
ٻيهڻو|ٻيھڻو
ٻيهه|ٻيھہ
پئانهين|پئانھين
پائگاهه|پائگاھ
پائنده|پائندہ
پاٻهه|پاٻھہ
پاٻهيو|پاٻھيو
پاٻوه|پاٻوہ
پاٻوهجڻ|پاٻوھجڻ
پاٻوهڻ|پاٻوھڻ
پاٻوهه|پاٻوھہ
پاٻوهي|پاٻوھي
پاتاهو|پاتاھو
پاتشاهه|پاتشاھ
پاتشاهي|پاتشاھي
پاڄاهو|پاڄاھو
پاڇاهه|پاڇاھ
پاڇاهي|پاڇاھي
پاڇوهو|پاڇوھو
پادشاهت|پادشاھت
پادشاهه|پادشاھ
پادشاهي|پادشاھي
پاڏنهن|پاڏنھن
پاڏهن|پاڏھن
پاراهي|پاراھي
پارچه|پارچہ
پاره|پارہ
پارهه|پارھہ
پارهيڙي|پارھيڙي
پارياهو|پارياھو
پارينه|پارينہ
پاريهرو|پاريھرو
پاريهل|پاريھل
پاڙها|پاڙھا
پاڙهڻ|پاڙھڻ
پاڙهڻي|پاڙھڻي
پاڙهو|پاڙھو
پاڙهيٽو|پاڙھيٽو
پاڙهيري|پاڙھيري
پاشڪسته|پاشڪستہ
پاشويه|پاشويہ
پاڪيزه|پاڪيزہ
پاگهو|پاگهو
پاڳهه|پاڳهہ
پالڻهار|پالڻھار
پالھائي|پالهائي
پالھارڻ|پالهارڻ
پالھڻپور|پالهڻپور
پالھو|پالهو
پانجاهو|پانجاھو
پانجھيرو|پانجهيرو
پانهنجو|پانھنجو
پانهون|پانھون
پانهيرو|پانھيرو
پانهين|پانھين
پاڻھي|پاڻهي
پاڻھين|پاڻهين
پاڻيهاري|پاڻيھاري
پاهان|پاھان
پاهت|پاھت
پاهرو|پاھرو
پاهڙ|پاھڙ
پاهڙي|پاھڙي
پاهڻ|پاھڻ
پاهه|پاھ
پاهو|پاھو
پاهوٽڻ|پاھوٽڻ
پاهورو|پاھورو
پاهوري|پاھوري
پاهوڙو|پاھوڙو
پاهون|پاھون
پاهي|پاھي
پاهيڙي|پاھيڙي
پاهين|پاھين
پاھھ|پاھہ
پايگاهه|پايگاھہ
پايه|پايہ
پپوهل|پپوھل
پپيهل|پپيھل
پتشاهه|پتشاھ
پٽاهڙ|پٽاھڙ
پٽهاڙ|پٽھاڙ
پٽهرو|پٽھرو
پٽهري|پٽھري
پٽهڙ|پٽھڙ
پٽهڙو|پٽھڙو
پٽهڙي|پٽھڙي
پٽهڙيون|پٽھڙيون
پٽهلو|پٽھلو
پٽهه|پٽھہ
پٽهو|پٽھو
پٽهي|پٽھي
پٽيهر|پٽيھر
پٽيهريون|پٽيھريون
پٽيهل|پٽيھل
پخته|پختہ
پدرانه|پدرانه
پدرهون|پدرھون
پڌرچڙهيو|پڌرچڙھيو
پراگنده|پراگندہ
پرانهه|پرانھہ
پرانهون|پرانھون
پرانهين|پرانھين
پراهڻ|پراھڻ
پراهون|پراھون
پرجهائڻ|پرجهائڻ
پرجهاڻي|پرجهاڻي
پرجهل|پرجهل
پرجهه|پرجهہ
پرچهه|پرچهہ
پرده|پردہ
پرڏيهه|پرڏيھہ
پرڏيهي|پرڏيھي
پرڏيھھ|پرڏيھہ
پرگهار|پرگهار
پرگهٽ|پرگهٽ
پرگهٽائڻ|پرگهٽائڻ
پرگهٽجڻ|پرگهٽجڻ
پرگهٽڻ|پرگهٽڻ
پرگهور|پرگهور
پرنده|پرندہ
پرنهڪو|پرنھڪو
پرنهن|پرنھن
پرهائڻ|پرھائڻ
پرهار|پرھار
پرهاڙو|پرھاڙو
پرهاڻي|پرھاڻي
پرهماڻي|پرھماڻي
پرهڻ|پرھڻ
پرهه|پرھہ
پرهو|پرھو
پرهوڙ|پرھوڙ
پرهوڙيو|پرھوڙيو
پرهول|پرھول
پرهولي|پرھولي
پرهيار|پرھيار
پرهيارڪي|پرھيارڪي
پرهياڙ|پرھياڙ
پرهياڻي|پرھياڻي
پرهيز|پرھيز
پرهيزگاري|پرھيزگاري
پرهيزي|پرھيزي
پرھھ|پرھہ
پروانه|پروانہ
پرواه|پرواھ
پرواهڪ|پرواھڪ
پرواهه|پرواھ
پروجھڻ|پروجهڻ
پروهت|پروھت
پرينهن|پرينھن
پرينهه|پرينھہ
پريهن|پريھن
پريهه|پريھہ
پڙنگهي|پڙنگهي
پڙهائڻ|پڙھائڻ
پڙهائي|پڙھائي
پڙهاڏو|پڙھاڏو
پڙهت|پڙھت
پڙهڻ|پڙھڻ
پڙهڻڻ|پڙھڻڻ
پڙهڻي|پڙھڻي
پڙهو|پڙھو
پڙهوڏو|پڙھوڏو
پڙهي|پڙھي
پڙهيا|پڙھيا
پڙهيار|پڙھيار
پڙهيارو|پڙھيارو
پڙهيل|پڙھيل
پڙهيوارو|پڙھيوارو
پساهه|پساھ
پسمانده|پسماندہ
پسنديده|پسنديدہ
پشتاره|پشتارہ
پگھار|پگهار
پگھارو|پگهارو
پگھاري|پگهاري
پگھر|پگهر
پڳهه|پڳھہ
پلئه|پلئہ
پلاهه|پلاھ
پلشاهي|پلشاھي
پلھا|پلها
پلھار|پلهار
پلھاڻو|پلهاڻو
پلھر|پلهر
پلھن|پلهن
